population,city,country,latitude,longitude,original_name,the_geom,cartodb_id,created_at,updated_at
447841,Atlanta,USA,33.7629,-84.4227,,0101000020E61000003B014D840D1B55C0280F0BB5A6E14040,984,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
446757,Macapá,Brazil,0.070467,-51.135932,,0101000020E61000006C3D4338669149C0CC7D7214200AB23F,985,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
445939,Rayong,Thailand,12.707434,101.147352,,0101000020E6100000034015376E4959402C280CCA346A2940,986,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
444681,Kitchener,Canada,43.45,-80.483333,,0101000020E6100000F70489EDEE1E54C09A99999999B94540,987,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
444543,Tiruppur,India,11.108524,77.341066,,0101000020E6100000C3F17C06D455534086A92D7590372640,988,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
444325,Zanzibar,Tanzania,-6.14,39.23,,0101000020E61000003D0AD7A3709D43408FC2F5285C8F18C0,989,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
443273,San Nicolás de los Garza,Mexico,25.749347,-100.286897,,0101000020E610000083143C855C1259C0105B7A34D5BF3940,990,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
441802,Toulouse,France,43.604652,1.444209,,0101000020E6100000FD6B79E57A1BF73F02BB9A3C65CD4540,991,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
441407,Sochi,Russia,43.585278,39.720278,,0101000020E61000009F03CB1132DC4340BE88B663EACA4540,992,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
441351,Tabuk,Saudi-Arabia,28.383333,36.583333,‏تبوك‎,0101000020E6100000BBD6DEA7AA4A4240427A8A1C22623C40,993,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
439886,Colorado Springs,USA,38.8673,-104.7607,,0101000020E61000004D840D4FAF305AC010E9B7AF036F4340,994,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
439866,Sheffield,United Kingdom,53.381129,-1.470085,,0101000020E61000004C7155D97785F7BF5247C7D5C8B04A40,995,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
438577,Bello,Colombia,6.335499,-75.560179,,0101000020E6100000FC3905F9D9E352C0E25CC30C8D571940,996,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
438354,São José do Rio Preto,Brazil,-20.829998,-49.396133,,0101000020E6100000E5EE737CB4B248C0D3BEB9BF7AD434C0,997,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
437456,Kaliningrad (Kaliningradskaya oblast),Russia,54.716667,20.516667,,0101000020E610000025ECDB4944843440AC8F87BEBB5B4B40,998,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
437012,Jambi,Indonesia,-1.59,103.61,,0101000020E6100000D7A3703D0AE75940713D0AD7A370F9BF,999,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
436300,Herat,Afghanistan,34.341944,62.203056,هرات‎,0101000020E6100000D7A02FBDFD194F401E882CD2C42B4140,1000,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
435751,Bandar-e-Abbas,Iran,27.175479,56.258232,بندر عباس,0101000020E6100000ED6305BF0D214C4081221631EC2C3B40,1001,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
435128,Davanagere,India,14.466344,75.92384,,0101000020E610000025AFCE3120FB5240245F09A4C4EE2C40,1002,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
434353,Omaha,USA,41.2647,-96.0419,,0101000020E6100000F46C567DAE0258C027A089B0E1A14440,1003,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
433565,Santos,Brazil,-23.981846,-46.30982,,0101000020E6100000C8D2872EA82747C05BB56B425AFB37C0,1004,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
433242,Valledupar,Colombia,10.451096,-73.261411,,0101000020E610000023F433F5BA5052C07CB60E0EF6E62440,1005,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
432097,Kozhikode,India,11.258753,75.78041,,0101000020E61000002BDEC83CF2F15240D97BF1457B842640,1006,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
431998,Maseru,Lesotho,-29.31,27.48,,0101000020E61000007B14AE47E17A3B408FC2F5285C4F3DC0,1007,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
431746,Raleigh,USA,35.8302,-78.6414,,0101000020E6100000E2E995B20CA953C0D1915CFE43EA4140,1008,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
431471,Santiago de Cuba,Cuba,20.01693,-75.830154,,0101000020E610000030293E3E21F552C03F52448655043440,1009,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
431061,Bratislava,Slovakia,48.145892,17.107137,,0101000020E61000000A3197546D1B3140C05FCC96AC124840,1010,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
430987,Bryansk,Russia,53.263531,34.41611,,0101000020E6100000F0C4AC1743354140B83D4162BBA14A40,1011,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
430198,Uijeongbu,Republic of Korea,37.738424,127.045998,의정부시/議政府市,0101000020E61000009C6B98A1F1C25F406F4A79AD84DE4240,1012,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
430025,Sukkur,Pakistan,27.706604,68.848197,سکھر,0101000020E61000002EE411DC483651400839EFFFE3B43B40,1013,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
429632,Tanta,Egypt,30.786509,31.000376,طنطا,0101000020E61000000BB43BA418003F40790261A758C93E40,1014,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
428940,Kalasin,Thailand,16.434167,103.509167,,0101000020E6100000F54C2F3196E059409F008A91256F3040,1015,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
428890,Pasto,Colombia,1.231824,-77.293192,,0101000020E6100000BADC60A8C35253C0B2D826158DB5F33F,1016,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
428579,Montería,Colombia,8.886111,-75.681622,,0101000020E6100000FC8EE1B19FEB52C070404B57B0C52140,1017,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
428323,Veracruz,Mexico,19.200512,-96.138038,,0101000020E6100000BCE6559DD50858C09F7422C154333340,1018,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
428075,Pyeongtaek,Republic of Korea,36.99047,127.085624,평택시/平澤市,0101000020E61000002CF015DD7AC55F40A6D590B8C77E4240,1019,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
427367,Iquitos,Peru,-3.743673,-73.251633,,0101000020E61000000A664CC11A5052C07D586FD40AF30DC0,1020,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
427146,Akola,India,20.7,77,,0101000020E610000000000000004053403333333333B33440,1021,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
425950,Kursk,Russia,51.709196,36.156224,,0101000020E6100000D76CE525FF1342401D3A3DEFC6DA4940,1022,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
425038,Matadi,Democratic Republic of the Congo,-5.84,13.46,,0101000020E6100000EC51B81E85EB2A405C8FC2F5285C17C0,1023,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
424920,Kurnool,India,15.828126,78.037279,,0101000020E6100000F77475C76282534041EF8D2100A82F40,1024,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
424755,Xalapa,Mexico,19.173773,-96.134224,,0101000020E6100000A7954220970858C085ED27637C2C3340,1025,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
424662,Matola,Mozambique,-25.966667,32.466667,,0101000020E6100000AC8F87BEBB3B4040581F0F7D77F739C0,1026,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
424619,Iloilo City,Philippines,10.72015,122.562106,,0101000020E6100000AAB8718BF9A35E40C66D3480B7702540,1027,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
424150,Marikina,Philippines,14.65073,121.102855,,0101000020E6100000BA4E232D95465E405A0D897B2C4D2D40,1028,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
424124,Piura,Peru,-5.2,-80.633333,,0101000020E6100000909E2287882854C0CDCCCCCCCCCC14C0,1029,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
423853,Jeju,Republic of Korea,33.499621,126.531188,제주시/濟州市,0101000020E6100000C501F4FBFEA15F4089B2B794F3BF4040,1030,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
421397,Yokosuka,Japan,35.284119,139.655899,横須賀市,0101000020E6100000554FE61FFD7461400B96EA025EA44140,1031,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
421116,Toyama,Japan,36.701226,137.21319,富山市,0101000020E6100000B2BAD573D22661406D8D08C6C1594240,1032,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
420850,Newcastle-Maitland,Australia,-32.733664,151.557668,,0101000020E6100000D3C08F6AD8F162405320B3B3E85D40C0,1033,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
420556,Bristol,United Kingdom,51.454513,-2.58791,,0101000020E61000004EEE77280AB404C0AD4D637B2DBA4940,1034,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
420286,Toyota,Japan,35.07514,137.157918,豊田市,0101000020E610000064AE0CAA0D2561408B4F01309E894140,1035,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
419839,Mogi das Cruzes,Brazil,-23.521783,-46.193323,,0101000020E61000004548DDCEBE1847C0D89B1892938537C0,1036,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
418557,Takamatsu,Japan,34.218664,134.01882,高松市,0101000020E61000005890662C9AC060400168942EFD1B4140,1037,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
418495,Tirana,Albania,41.327546,19.818698,,0101000020E6100000F54C2F3196D13340C2F7FE06EDA94440,1038,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
417650,Miami,USA,25.7752,-80.2086,,0101000020E6100000857CD0B3590D54C0F5DBD78173C63940,1039,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
416464,Cilegon,Indonesia,-5.995739,106.03301,,0101000020E6100000399CF9D51C825A4030682101A3FB17C0,1040,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
414977,Nassiriya,Iraq,31.05,46.266667,الناصرية,0101000020E610000012F6ED2422224740CDCCCCCCCC0C3F40,1041,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
413934,Bokaro Steel City,India,23.669296,86.151112,,0101000020E61000001F82AAD1AB895540F7578FFB56AB3740,1042,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
413893,Gumi,Republic of Korea,36.119485,128.344573,구미시/龜尾市,0101000020E6100000B5C2F4BD060B604068AED3484B0F4240,1043,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
413850,Ulan-Ude,Russia,51.823879,107.607338,,0101000020E61000008EE733A0DEE65A403B6EF8DD74E94940,1044,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
413786,Machida,Japan,35.551392,139.443463,町田市,0101000020E61000008E3F51D9306E614055A3570394C64140,1045,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
413616,Rajahmundry,India,17.000538,81.804034,,0101000020E6100000D0B7054B75735440BE67244223003140,1046,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
413294,Szczecin,Poland,53.428544,14.552812,,0101000020E610000036ACA92C0A1B2D40D272A087DAB64A40,1047,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
413006,Cuzco,Peru,-13.53195,-71.967463,,0101000020E6100000C345EEE9EAFD51C0E3361AC05B102BC0,1048,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
412779,Gifu,Japan,35.409514,136.756521,岐阜市,0101000020E61000009737876B3518614088A06AF46AB44140,1049,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
412252,Kahramanmaraş,Turkey,37.583333,36.933333,,0101000020E610000087A3AB7477774240BBD6DEA7AACA4240,1050,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
412049,Canberra-Queanbeyan,Australia,-35.354918,149.231251,,0101000020E61000005A457F6866A762408061F9F36DAD41C0,1051,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
412003,Betim,Brazil,-19.966123,-44.193736,,0101000020E610000068075C57CC1846C0D5E940D653F733C0,1052,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
412000,Bauchi,Nigeria,"10,306","9,824",,0101000020E6100000D9CEF753E3A52340E9263108AC9C2440,1053,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
411954,Ubon Ratchathani,Thailand,15.228686,104.856422,อุบลราชธานี,0101000020E6100000CB64389ECF365A402A1BD65416752E40,1054,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
411800,Tel Aviv-Yafo,Israel,32.0853,34.781768,,0101000020E610000098874CF910644140A52C431CEB0A4040,1055,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
410984,Surat Thani,Thailand,9.138239,99.321748,สุราษฎร์ธานี,0101000020E61000006B63EC8497D4584041102043C7462240,1056,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
410733,Magnitogorsk,Russia,53.412943,59.001623,,0101000020E6100000F1F5B52E35804D405A0EF450DBB44A40,1057,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
409644,Ballari,India,15.139393,76.921443,,0101000020E610000033880FECF83A53402995F0845E472E40,1058,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
409613,Diadema,Brazil,-23.681276,-46.626577,,0101000020E610000080B6D5AC335047C0B98C9B1A68AE37C0,1059,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
408952,Ivanovo,Russia,57.005067,40.976645,,0101000020E6100000A5660FB4027D4440F8A41309A6804C40,1060,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
408759,Tonalá,Mexico,20.659538,-103.349438,,0101000020E6100000B37E33315DD659C021787C7BD7A83440,1061,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
408560,Stavropol,Russia,45.05,41.983333,,0101000020E6100000EE0912DBDDFD44406666666666864640,1062,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
407896,Tver,Russia,56.858721,35.917596,,0101000020E6100000607825C973F54140B8B1D991EA6D4C40,1063,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
406898,Port Sudanan,Sudan,19.62,37.23,,0101000020E61000003D0AD7A3709D42401F85EB51B89E3340,1064,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
406253,Oakland,USA,37.7699,-122.2256,,0101000020E6100000917EFB3A708E5EC05F984C158CE24240,1065,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
406201,Hirakata,Japan,34.81748,135.6474,枚方市,0101000020E6100000C66D3480B7F460402A91442FA3684140,1066,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
405715,Manado,Indonesia,1.491701,124.842843,,0101000020E6100000672AC423F1355F40649126DE01DEF73F,1067,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
405385,Pietermaritzburg,South Africa,-29.600607,30.379412,,0101000020E6100000BFB5132521613E40A9BF5E61C1993DC0,1068,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
405337,Brno,Czech Republic,49.19506,16.606837,,0101000020E6100000B4006DAB599B3040FE60E0B9F7984840,1069,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
402912,Campina Grande,Brazil,-6.760711,-38.229127,,0101000020E6100000B7D09508541D43C06FD40AD3F70A1BC0,1070,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
402843,Mataram,Indonesia,-8.587259,116.136131,,0101000020E6100000323ECC5EB6085D4036902E36AD2C21C0,1071,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
402646,Rajshahi,Bangladesh,24.3715513,88.5921038,রাজশাহী,0101000020E610000097355607E52556404A496AFC1D5F3840,1072,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
402628,Fujisawa,Japan,35.341239,139.484722,藤沢市,0101000020E6100000DB34B6D7826F6140548F34B8ADAB4140,1073,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
402275,Zurich,Switzerland,47.36865,8.539183,Zürich,0101000020E61000004B1E4FCB0F142140D0D556EC2FAF4740,1074,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
401705,Malatya,Turkey,38.35,38.3,,0101000020E61000006666666666264340CDCCCCCCCC2C4340,1075,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
400891,Siheung,Republic of Korea,37.379888,126.803103,시흥시/始興市,0101000020E61000007214200A66B35F404912842BA0B04240,1076,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
400070,Minneapolis,USA,44.9633,-93.2683,,0101000020E61000001361C3D32B5157C04F1E166A4D7B4640,1077,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
400000,Juba,Sudan,4.85,31.62,,0101000020E61000001F85EB51B89E3F406666666666661340,1078,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
399688,Agartala,India,23.831457,91.286778,,0101000020E610000096CD1C925AD25640C007AF5DDAD43740,1079,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
398138,Bhagalpur,India,25.25,87,,0101000020E61000000000000000C055400000000000403940,1080,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
398121,Tulsa,USA,36.1279,-95.9023,,0101000020E610000092CB7F48BFF957C04694F6065F104240,1081,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
397965,Jundiaí,Brazil,-23.188971,-46.885808,,0101000020E610000080441328627147C075E44867603037C0,1082,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
397368,Beira,Mozambique,-19.833333,34.85,,0101000020E6100000CDCCCCCCCC6C414075ADBD4F55D533C0,1083,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
396795,Kashgar,China,39.4722799,75.9849761,喀什,0101000020E6100000DD3532D909FF52407187F2AA73BC4340,1084,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
396193,Tallinn,Estonia,59.436961,24.753575,,0101000020E61000004D158C4AEAC0384050508A56EEB74D40,1085,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
395227,Zarqa,Jordan,31.751512,36.868079,الزرقاء,0101000020E610000015AC71361D6F4240338D261763C03F40,1086,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
394961,Asyut,Egypt,27.178312,31.185926,أسيوط,0101000020E6100000E179A9D8982F3F40FE7BF0DAA52D3B40,1087,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
393167,Manizales,Colombia,5.055721,-75.486043,,0101000020E6100000C85C19541BDF52C03ACD02ED0E391440,1088,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
392869,Pasay,Philippines,14.537752,121.001379,,0101000020E6100000ADF9F19716405E4099B7EA3A54132D40,1089,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
391698,Maringá,Brazil,-23.41349,-51.926339,,0101000020E61000003201BF4692F649C019390B7BDA6937C0,1090,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
391297,Namangan,Uzbekistan,41.001111,71.668333,,0101000020E61000009B75C6F7C5EA51403B55BE6724804440,1091,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
390700,Makeyevka,Ukraine,48.044867,37.964,Макіївка,0101000020E610000008AC1C5A64FB4240B7D5AC33BE054840,1092,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
390329,Villa Nueva,Guatemala,14.526944,-90.5875,,0101000020E61000009A99999999A556C098A59D9ACB0D2D40,1093,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
390212,Montes Claros,Brazil,-16.719879,-43.880173,,0101000020E61000003EE94482A9F045C0C2137AFD49B830C0,1094,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
390113,Cleveland,USA,41.4781,-81.6795,,0101000020E6100000736891ED7C6B54C0DA1B7C6132BD4440,1095,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
390073,Carapicuíba,Brazil,-23.526499,-46.830415,,0101000020E6100000CE8DE9094B6A47C0706072A3C88637C0,1096,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
389377,Calamba,Philippines,14.187671,121.125082,,0101000020E61000005FD4EE5701485E40B3D0CE6916602C40,1097,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
389102,Islam Shahr (Qasemabad),Iran,35.544581,51.230246,اسلامشهر,0101000020E6100000750470B3789D4940F18288D4B4C54140,1098,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
389036,Kashiwa,Japan,35.860416,139.973476,柏市,0101000020E61000001CEE23B7267F6140427A8A1C22EE4140,1099,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
388821,Olinda,Brazil,-8.016266,-34.85329,,0101000020E61000007E00529B386D41C0CF126404540820C0,1100,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
388627,Yogyakarta,Indonesia,-7.797068,110.370527,,0101000020E61000003DD2E0B6B6975B40A5C0029832301FC0,1101,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
388412,Piracicaba,Brazil,-22.721267,-47.649851,,0101000020E6100000EE224C512ED347C01DAF40F4A4B836C0,1102,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
387269,Toyonaka,Japan,34.787562,135.461342,豊中市,0101000020E6100000AE484C50C3EE604043C9E4D4CE644140,1103,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
386851,Zanjan,Iran,36.666667,48.483333,زنجان,0101000020E6100000EE0912DBDD3D48404529215855554240,1104,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
386552,Wichita,USA,37.6907,-97.3427,,0101000020E6100000B515FBCBEE5558C071AC8BDB68D84240,1105,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
386435,Beni,Democratic Republic of the Congo,0.51,29.46,,0101000020E6100000F6285C8FC2753D4052B81E85EB51E03F,1106,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
384914,Antofagasta,Chile,-23.65,-70.4,,0101000020E61000009A999999999951C06666666666A637C0,1107,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
384504,Buenaventura,Colombia,3.819963,-76.992164,,0101000020E610000030116F9D7F3F53C0BD70E7C2488F0E40,1108,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
382816,Paju,Republic of Korea,37.815223,126.792842,파주시/坡州市,0101000020E61000004B395FECBDB25F4038F92D3A59E84240,1109,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
382754,Latur,India,18.4,76.56,,0101000020E6100000A4703D0AD72353406666666666663240,1110,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
382299,SAN JUAN,Puerto Rico,18.466334,-66.105722,,0101000020E6100000EF1D3526C48650C04B033FAA61773240,1111,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
381598,Qazvin,Iran,36.266667,50,قزوین,0101000020E6100000000000000000494012F6ED2422224240,1112,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
381583,Mazatlán,Mexico,25.825701,-108.214302,,0101000020E6100000EA5DBC1FB70D5BC04546072461D33940,1113,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
381474,Sevastopol,Ukraine,44.61665,33.525367,Севастополь,0101000020E6100000E6B2D1393FC34040098A1F63EE4E4640,1114,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
132326,Kara,Togo,"9,551","1,186",,0101000020E610000060E5D022DBF9F23F273108AC1C1A2340,3089,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
380953,Ciudad Bolívar,Venezuela,8.268607,-62.753148,,0101000020E61000001F86562767604FC00EF450DB86892040,1115,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
380941,Irapuato,Mexico,20.678665,-101.354496,,0101000020E610000005A4FD0FB05659C099F04BFDBCAD3440,1116,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
379638,Vereeniging,South Africa,-26.673611,27.931944,,0101000020E610000014B4C9E193EE3B40D2393FC571AC3AC0,1117,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
379577,Arlington,USA,32.7007,-97.1247,,0101000020E6100000EB73B515FB4758C05227A089B0594040,1118,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
379149,Larkana,Pakistan,27.563994,68.215131,لاڑکانہ,0101000020E6100000C556D0B4C40D5140E62329E961903B40,1119,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
378915,Cariacica,Brazil,-20.33475,-40.422674,,0101000020E61000004C6F7F2E1A3644C004560E2DB25534C0,1120,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
378715,New Orleans,USA,30.0686,-89.939,,0101000020E61000006ABC7493187C56C06F8104C58F113E40,1121,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
378422,Buraida,Saudi-Arabia,26.297724,43.976601,‏بريدة‎,0101000020E6100000D61EF64201FD4540FB3BDBA3374C3A40,1122,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
378204,Nagano,Japan,36.658992,138.187705,長野市,0101000020E61000007689EAAD01466140AE2990D959544240,1123,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
377888,Murcia,Spain,37.99224,-1.130654,,0101000020E6100000217711A62817F2BF3BE466B801FF4240,1124,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
377045,Toyohashi,Japan,34.762811,137.381651,豊橋市,0101000020E61000008B6F287C362C6140B80375CAA3614140,1125,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
376833,Takoradi,Ghana,"4,902","-1,759",,0101000020E6100000BE9F1A2FDD24FCBFCFF753E3A59B1340,1126,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
376093,Dhule,India,20.90422,74.774898,,0101000020E610000017EFC7ED97B152409D6340F67AE73440,1127,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
376000,Calabar,Nigeria,"4,991","8,340",,0101000020E6100000AE47E17A14AE2040105839B4C8F61340,1128,2015-02-22 00:07:23.248349+00,2015-02-22 00:07:23.248349+00
